Book_Type,Class,Book_Status,Book_Category,Name_of_Book,Author_Name,Publication,Location,Volume_Name,Edition,Publication_Year,No_of_Pages,Quantity,ISBN_No,Invoice_No,Price,Purchase_Date,
REFERENCE,,NEW,REFERENCE,"MANAGING TEAMS MOTIVATING PEOPLE, HOW TO DELEGATE",NA,NA,SHELF 9,NA,NA,2008,216,2,9780143064831.00,NA,0,0,24-09-1968
REFERENCE,,NEW,REFERENCE,MARKETING EFFECTIVELY THINKING CREATIVELY COMMUNICATE CLEARLY,NA,NA,SHELF 9,NA,NA,2008,216,2,9780143064831.00,NA,0,0,25-09-1968
REFERENCE,,NEW,REFERENCE,SELLING SUCCESSFULLY MAKING PRESENTATIONS MANAGE YOUR TIME,NA,NA,SHELF 9,NA,NA,2008,216,2,9780143064831.00,NA,0,0,26-09-1968
REFERENCE,,NEW,REFERENCE,NATURAL DISASTERSAND HOW WE COPE,NA,NA,SHELF 9,NA,NA,2006,570,1,9781921209024.00,NA,0,0,27-09-1968
REFERENCE,,NEW,REFERENCE,DISCOVER THE AWESOME WORLD,NA,NA,SHELF 2,NA,NA,2012,224,1,9781848108554.00,NA,0,0,28-09-1968
REFERENCE,,NEW,REFERENCE,DISCOVER THE SAVAGE WORLD,NA,NA,SHELF 2,NA,NA,2013,224,1,9781848109186.00,NA,0,0,29-09-1968
REFERENCE,,NEW,REFERENCE,ANATOMICA,NA,NA,SHELF 2,NA,NA,2010,848,2,9781740480468.00,NA,0,0,30-09-1968
REFERENCE,,NEW,REFERENCE,EMU BOOK ICSE BIOLOGY (IX-X),NA,NA,SHELF 13,NA,NA,2016,224,1,9788173797002.00,NA,295,0,01-10-1968
REFERENCE,,NEW,REFERENCE,THE COMPLETE BOOK OF ARTS & CRAFTS,NA,NA,SHELF 2,NA,NA,2003,528,1,9781435145986.00,NA,0,0,02-10-1968
REFERENCE,,NEW,REFERENCE,THE CHRONICLE OF WORLD HISTORY,NA,NA,SHELF 2,NA,NA,2008,671,1,9781568526805.00,NA,0,0,03-10-1968
REFERENCE,,NEW,REFERENCE,"DATE LINE, A DAY BY DAY GUIDE TO PEOPLE ,PLACES AND EVENTS",NA,NA,SHELF 2,NA,NA,2006,575,1,9781921209055.00,NA,0,0,04-10-1968
REFERENCE,,NEW,REFERENCE,ENCYCLOPEDIA OF QUESTIONS & ANSWERS,NA,NA,SHELF 2,NA,NA,2017,384,1,9789386341150.00,NA,3000,0,05-10-1968
REFERENCE,,NEW,REFERENCE,HANDMADE CARDS,NA,NA,SHELF 5,NA,NA,2009,32,1,9780855329815.00,NA,0,0,06-10-1968
REFERENCE,,NEW,REFERENCE,PRINTING,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329112.00,NA,0,0,07-10-1968
REFERENCE,,NEW,REFERENCE,BEAD WORK,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329792.00,NA,0,0,08-10-1968
REFERENCE,,NEW,REFERENCE,MOSAICS,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329099.00,NA,0,0,09-10-1968
REFERENCE,,NEW,REFERENCE,CREATIVE LETTERING,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329075.00,NA,,0,10-10-1968
REFERENCE,,NEW,REFERENCE,DECORATIVE PAINTING,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329105.00,NA,0,0,11-10-1968
REFERENCE,,NEW,REFERENCE,PAPER MACHE,NA,NA,SHELF 5,NA,NA,2009,32,2,0.00,NA,0,0,12-10-1968
REFERENCE,,NEW,REFERENCE,COLLAGE,NA,NA,SHELF 5,NA,NA,2009,32,2,9781903975343.00,NA,0,0,13-10-1968
REFERENCE,,NEW,REFERENCE,PAPER FOLDING,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329082.00,NA,0,0,14-10-1968
REFERENCE,,NEW,REFERENCE,ORIGAMI,NA,NA,SHELF 5,NA,NA,2009,32,2,9781903975350.00,NA,9,0,15-10-1968
REFERENCE,,NEW,REFERENCE,PAPER MAKING,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329136.00,NA,0,0,16-10-1968
REFERENCE,,NEW,REFERENCE,CLAY MODELLING,NA,NA,SHELF 5,NA,NA,2009,32,2,9780855329143.00,NA,0,0,17-10-1968
REFERENCE,,NEW,REFERENCE,WONDERS OF THE INDIAN WILDERNESS,NA,NA,SHELF 2,NA,NA,2006,855,1,9780789209993.00,NA,0,0,18-10-1968
REFERENCE,,NEW,REFERENCE,WEBSTER'S ENCYCLOPEDIC UNABRIDGED DICTIONARY,NA,NA,SHELF 9,NA,NA,2001,2230,1,9780517219218.00,NA,0,0,19-10-1968
REFERENCE,,NEW,REFERENCE,GEOLOGICA EARTH'S DYNAMIC FORCES,NA,NA,SHELF 9,NA,NA,2007,576,1,0.00,NA,0,0,20-10-1968
REFERENCE,,NEW,REFERENCE,KNOWLEDGE ENCYCLOPEDIA HUMAN BODY,NA,NA,SHELF 9,NA,NA,2018,208,2,9780241365823.00,NA,1395,0,21-10-1968
REFERENCE,,NEW,REFERENCE,KNOWLEDGE ENCYCLOPEDIA HUMAN BODY,NA,NA,SHELF 2,NA,NA,2018,208,2,9780241365823.00,NA,1395,0,22-10-1968
REFERENCE,,NEW,REFERENCE,WHY ANSWERS TO EVERYTHING,NA,NA,SHELF 9,NA,NA,2015,223,2,9781426320972.00,NA,1295,0,23-10-1968
REFERENCE,,NEW,REFERENCE,WHY ANSWERS TO EVERYTHING,NA,NA,SHELF 9,NA,NA,2015,223,2,9781426320972.00,NA,1295,0,24-10-1968
REFERENCE,,NEW,REFERENCE,SIX ONE ACT PLAY,NA,NA,SHELF 6,NA,NA,1993,64,1,8171763405.00,NA,25,0,25-10-1968
REFERENCE,,NEW,REFERENCE,SCIENCE,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365724.00,NA,395,0,26-10-1968
REFERENCE,,NEW,REFERENCE,SCIENCE,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365724.00,NA,395,0,27-10-1968
REFERENCE,,NEW,REFERENCE,EARTH,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365700.00,NA,395,0,28-10-1968
REFERENCE,,NEW,REFERENCE,EARTH,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365700.00,NA,395,0,29-10-1968
REFERENCE,,NEW,REFERENCE,SOLAR SYSTEM,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365748.00,NA,395,0,30-10-1968
REFERENCE,,NEW,REFERENCE,SOLAR SYSTEM,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365748.00,NA,395,0,31-10-1968
REFERENCE,,NEW,REFERENCE,ANIMALS,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365717.00,NA,395,0,01-11-1968
REFERENCE,,NEW,REFERENCE,ANIMALS,NA,NA,SHELF 5,NA,NA,2018,64,2,9780241365717.00,NA,395,0,02-11-1968
SUB REFERENCE,,NEW,SUB REFERENCE,ICSE EMU MATHEMATICS,NA,NA,SHELF 13,NA,NA,2016,262,1,0.00,NA,350,0,03-11-1968
REFERENCE,,NEW,REFERENCE,ENCYCLOPEDIA OF SPORTS & GAMES,NA,NA,SHELF 8,NA,NA,2013,797,1,9780706998221.00,NA,595,0,04-11-1968
REFERENCE,,NEW,REFERENCE,THE OFFICIAL WORLD OF ENCYCLOPEDIA OF SPORTS & GAMES,NA,NA,SHELF 9,NA,NA,1979,543,1,0.00,NA,0,0,05-11-1968
REFERENCE,,NEW,REFERENCE,SHORT SKIT ON SOCIAL ISSUES,NA,NA,SHELF 6,NA,NA,2009,67,1,9788171085903.00,NA,35,0,06-11-1968
REFERENCE,,NEW,REFERENCE,MADE IN INDIA,NA,NA,SHELF 8,NA,NA,2010,112,1,0.00,NA,0,0,07-11-1968
ENGLISH STORY,,NEW,ENGLISH STORY,THE JUNGLE BOOK,NA,NA,SHELF 13,NA,NA,2017,109,1,9789381182550.00,NA,250,0,08-11-1968
ENGLISH STORY,,NEW,ENGLISH STORY,THE ADVENTURES OF HUCKLEBERRY FINN,NA,NA,SHELF 13,NA,NA,2017,76,1,9789381182574.00,NA,250,0,09-11-1968
ENGLISH STORY,,NEW,ENGLISH STORY,THE ADVENTURES OF TOM SAWYER,NA,NA,SHELF 13,NA,NA,2017,76,1,9789381182543.00,NA,250,0,10-11-1968
ENGLISH STORY,,NEW,ENGLISH STORY,ALICE IN WONDERLAND,NA,NA,SHELF 13,NA,NA,2017,76,1,9789381182567.00,NA,250,0,11-11-1968
ENGLISH STORY,,NEW,ENGLISH STORY,"SHERLOCK HOLMES , THE FIVE ORANGE PIPS",NA,NA,SHELF 13,NA,NA,2018,15,1,9788179639658.00,NA,60,0,12-11-1968
ENGLISH STORY,,NEW,ENGLISH STORY,NODY'S CLOTHES RUN AWAY,NA,NA,SHELF 13,NA,NA,2012,23,1,9788120768895.00,NA,60,0,13-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"WILLIAM SHAKESPEARE, THE BARD OF AVON",NA,NA,SHELF 14,NA,NA,2016,36,1/2 COP,0.00,NA,219.5,0,14-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"MOTHER TERESA, ANGEL OF MERCY",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093078.00,NA,219.5,0,15-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"LEONARDO THE VINCI, A MAN OF GREAT IDEAS",NA,NA,SHELF 14,NA,NA,2016,36,2,0.00,NA,219.5,0,16-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"NEIL ARMSTRONG, FIRST MAN OF THE MOON",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093443.00,NA,219.5,0,17-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"MARCOPOLO, THE WORLD TRAVELLER",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093382.00,NA,219.5,0,18-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"MAHATMA GANDHI, FATHER OF THE NATION",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093054.00,NA,219.5,0,19-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"CHRISTOPHER COLUMBUS, EXPLORER OF THE NEW WORLD",NA,NA,SHELF 5,NA,NA,2016,36,2,0.00,NA,219.5,0,20-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"ALEXANDER, THE GREAT CONQUEROR",NA,NA,SHELF 14,NA,NA,2016,36,2,0.00,NA,219.5,0,21-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"GALILEO GALELEI, A MAN OF SCIENCE",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093467.00,NA,219.5,0,22-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"THE WRIGHT BROTHERS, THE FIRST FLYER",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093450.00,NA,219.5,0,23-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"THE WRIGHT BROTHERS, THE FIRST FLYER",NA,NA,LOST BY STUDENT,NA,NA,2016,36,2,9789350093450.00,NA,219.5,0,24-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"MOTHER TERESA, ANGEL OF MERCY",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093078.00,NA,219.5,0,25-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"MAHATMA GANDHI, FATHER OF THE NATION",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093054.00,NA,219.5,0,26-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"ALEXANDER, THE GREAT CONQUEROR",NA,NA,SHELF 14,NA,NA,2016,36,2,0.00,NA,219.5,0,27-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"NEIL ARMSTRONG, FIRST MAN OF THE MOON",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093443.00,NA,219.5,0,28-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"CHRISTOPHER COLUMBUS, EXPLORER OF THE NEW WORLD",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093405.00,NA,219.5,0,29-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"GALILEO GALELEI, A MAN OF SCIENCE",NA,NA,SHELF 5,NA,NA,2016,36,2,0.00,NA,219.5,0,30-11-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"MARCOPOLO, THE WORLD TRAVELLER",NA,NA,SHELF 5,NA,NA,2016,36,2,9789350093382.00,NA,219.5,0,01-12-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"WILLIAM SHAKESPEARE, THE BARD OF AVON",NA,NA,SHELF 14,NA,NA,2016,36,2,0.00,NA,219.5,0,02-12-1968
BIOGRAPHY,,NEW,BIOGRAPHY,"LEONARDO THE VINCI, A MAN OF GREAT IDEAS",NA,NA,SHELF 14,NA,NA,2016,36,2,0.00,NA,219.5,0,03-12-1968
REFERENCE,,NEW,REFERENCE,OXFORD DICTIONARY OF DIFFICULT WORDS,NA,NA,SHELF 9,NA,NA,2019,484,2,9780199488599.00,NA,1195,0,04-12-1968
REFERENCE,,NEW,REFERENCE,OXFORD DICTIONARY OF DIFFICULT WORDS,NA,NA,SHELF 9,NA,NA,2019,484,2,9780199488599.00,NA,1195,0,05-12-1968
REFERENCE,,NEW,REFERENCE,ICSE EVERGREEN MATHEMATICS,NA,NA,SHELF 13,NA,NA,2016,260,1,0.00,NA,150,0,06-12-1968
REFERENCE,,NEW,REFERENCE,ICSE EVERGREEN PHYSICS,NA,NA,SHELF 13,NA,NA,2016,236,1,0.00,NA,150,0,07-12-1968
REFERENCE,,NEW,REFERENCE,"ANSWER BOOK 10,001 FAST FACTS ABOUT WORLD",NA,NA,SHELF 9,NA,NA,2019,470,8,9788192088808.00,NA,2495,0,08-12-1968
REFERENCE,,NEW,REFERENCE,WOW! THE VISUAL ENCYCLOPEDIA OF EVERYTHING,NA,NA,SHELF 9,NA,NA,2019,297,2,0.00,NA,1895,0,09-12-1968
REFERENCE,,NEW,REFERENCE,WOW! THE VISUAL ENCYCLOPEDIA OF EVERYTHING,NA,NA,SHELF 9,NA,NA,2019,297,2,9780241421826.00,NA,1895,0,10-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE IN A MERMAID TALE,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855808.00,NA,90,0,11-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE IN A MERMAID TALE,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855808.00,NA,90,0,12-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE A PEARL PRINCESS,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855815.00,NA,90,0,13-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE A PEARL PRINCESS,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855815.00,NA,90,0,14-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE A FAIRY SECRET,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855792.00,NA,90,0,15-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE A FAIRY SECRET,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855792.00,NA,90,0,16-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE THE PRINCESS & THE POPSTAR,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855822.00,NA,90,0,17-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE THE PRINCESS & THE POPSTAR,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855822.00,NA,90,0,18-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE MARIPOSA & THE FAIRY PRINCESS,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855877.00,NA,90,0,19-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE MARIPOSA & THE FAIRY PRINCESS,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855877.00,NA,90,0,20-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE IN PRINCESS POWER,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855846.00,NA,90,0,21-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE IN PRINCESS POWER,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855846.00,NA,90,0,22-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE A FASHION FAIRY TALE,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855853.00,NA,90,0,23-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE A FASHION FAIRY TALE,NA,NA,SHELF 8,NA,NA,2016,23,2,9781474855853.00,NA,90,0,24-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE IN THE PINK SHOES,NA,NA,SHELF 8,NA,NA,2016,23,1,9781474855839.00,NA,90,0,25-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE I CAN BE A PAINTER,NA,NA,SHELF 8,NA,NA,2016,23,1,9781474815819.00,NA,90,0,26-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE I CAN BE A FASHION DESIGNER,NA,NA,SHELF 8,NA,NA,2016,23,1,9781474815833.00,NA,90,0,27-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE ON THE PINK CARPET,NA,NA,SHELF 8,NA,NA,2016,23,1,9781474815840.00,NA,90,0,28-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE ROCK'N  ROYALS,NA,NA,SHELF 8,NA,NA,2016,23,1,9781474855860.00,NA,90,0,29-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,BARBIE I CAN BE A POPSTAR,NA,NA,SHELF 8,NA,NA,2016,23,1,9781474815796.00,NA,90,0,30-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,CINDRELLA,NA,NA,SHELF 8,NA,NA,2007,31,1,9788124317471.00,NA,80,0,31-12-1968
ENGLISH STORY,,NEW,ENGLISH STORY,"FAIR STPRIES, NEED THE JOCKEY'S FALSE PROMISE",NA,NA,SHELF 8,NA,NA,2016,16,1,9789385031908.00,NA,99,0,01-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"FAIR STPRIES, NEVER TELL ANYMORE YOU SAW FAIRIES",NA,NA,SHELF 8,NA,NA,2016,16,1,9789385031854.00,NA,99,0,02-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"FAIR STPRIES, THE POT THAT SPOKE",NA,NA,SHELF 8,NA,NA,2016,16,1,9789385273001.00,NA,99,0,03-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"PANCHATANTRA STORIES, THE BIRD WITH TWO HEADS",NA,NA,SHELF 8,NA,NA,2017,16,1,9789384119980.00,NA,99,0,04-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"PANCHATANTRA STORIES, THE BIRD WITH TWO HEADS",NA,NA,SHELF 8,NA,NA,2017,16,1,9789384119980.00,NA,99,0,05-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"PANCHATANTRA STORIES, THE MONKEY AND THE CROCODILE",NA,NA,SHELF 8,NA,NA,2017,16,1,9789384119966.00,NA,99,0,06-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"PANCHATANTRA STORIES, THE MUSICAL DONKEY",NA,NA,SHELF 8,NA,NA,2017,16,1,9789384119997.00,NA,99,0,07-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"PANCHATANTRA STORIES, THE PRIEST'S DREAM",NA,NA,SHELF 8,NA,NA,2017,16,1,9789384225018.00,NA,99,0,08-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE OX WHO ENVIED THE PIG",NA,NA,SHELF 8,NA,NA,2017,16,1/2 COP,9789385252587.00,NA,99,0,09-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE OX WHO ENVIED THE PIG",NA,NA,SHELF 8,NA,NA,2017,16,2,9789385252587.00,NA,99,0,10-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE SANDY ROAD",NA,NA,SHELF 8,NA,NA,2017,16,2,9789385252600.00,NA,99,0,11-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE SANDY ROAD",NA,NA,SHELF 8,NA,NA,2017,16,2,9789385252600.00,NA,99,0,12-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE WOODPECKER ,THE TURTLE AND THE DEER",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252556.00,NA,99,0,13-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE WOODPECKER ,THE TURTLE AND THE DEER",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252556.00,NA,99,0,14-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE PEOPLE WHO SAW THE JUDAS TREE",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252631.00,NA,99,0,15-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE PEOPLE WHO SAW THE JUDAS TREE",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252631.00,NA,99,0,16-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE TRICKY WOLF AND THE RATS",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252563.00,NA,99,0,17-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE TRICKY WOLF AND THE RATS",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252563.00,NA,99,0,18-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE ELEPHANT AND THE DOG",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252570.00,NA,99,0,19-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE ELEPHANT AND THE DOG",NA,NA,SHELF 8,NA,NA,2018,16,2,9789385252570.00,NA,99,0,20-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE MOSQUITO AND THE CARPENTER",NA,NA,SHELF 8,NA,NA,2018,16,1,9789385252624.00,NA,99,0,21-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE GREEDY SADHU",NA,NA,SHELF 8,NA,NA,2018,16,1,9789385252648.00,NA,99,0,22-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE GOLDEN SWAN",NA,NA,SHELF 8,NA,NA,2018,16,1,9789385252617.00,NA,99,0,23-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"JATAKA TALES, THE QUEEN CROW'S WISH",NA,NA,SHELF 8,NA,NA,2018,16,1,9789385252662.00,NA,99,0,24-01-1969
ENGLISH STORY,,NEW,ENGLISH STORY,"BIRBAL, THE WISE",NA,NA,SHELF 8,NA,NA,2018,31,1,9788124304914.00,NA,60,0,25-01-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"BEASTY, TIGER TERROR 1.",NA,NA,SHELF 6,NA,NA,2008,126,1,9781405239356.00,NA,199,0,26-01-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"BEASTY, SHARK SHOCK 2.",NA,NA,SHELF 6,NA,NA,2008,126,1,9781405239363.00,NA,199,0,27-01-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"BEASTY, SNAKE SCARE 3.",NA,NA,SHELF 6,NA,NA,2008,126,1,9781405239370.00,NA,199,0,28-01-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"BEASTY, MONKEY MAYHEM 4.",NA,NA,SHELF 6,NA,NA,2008,126,1,9781405239387.00,NA,199,0,29-01-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"BEASTY, SPIDER SWAT 5.",NA,NA,SHELF 6,NA,NA,2008,126,1,9781405239394.00,NA,199,0,30-01-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"BEASTY, CHAMELEON CRISIS 6.",NA,NA,SHELF 6,NA,NA,2008,126,1,9781405239400.00,NA,199,0,31-01-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"ABADAZAD, THE DREAM THIEF 2.",NA,NA,SHELF 6,NA,NA,2006,67,1,9780007233397.00,NA,299,0,01-02-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"ABADAZAD, THE PUPPET THE PROFESSOR AND THE PROPHET",NA,NA,SHELF 6,NA,NA,2007,67,1,9780007233403.00,NA,299,0,02-02-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"ABADAZAD, THE ROAD TO INCONGEIVABLE",NA,NA,SHELF 6,NA,NA,2006,67,1,9780007233380.00,NA,299,0,03-02-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE TITANIC ENIGMA,NA,NA,SHELF 7,NA,NA,2013,342,1,9781447210337.00,NA,299,0,04-02-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TO DO OR DIE,NA,NA,SHELF 7,NA,NA,2010,392,1,9780330510332.00,NA,299,0,05-02-1969
MISCELLANEOUS,,NEW,MISCELLANEOUS,THE GUIDING LIGHT,NA,NA,SHELF 7,NA,NA,2017,168,1,9788129134868.00,NA,295,0,06-02-1969
MISCELLANEOUS,,NEW,MISCELLANEOUS,YOGASANAS,NA,NA,SHELF 8,NA,NA,2018,122,1,9789385243912.00,NA,70,0,07-02-1969
RELIIGIOUS,,NEW,RELIIGIOUS,FAMOUS STORIES OF THE BIBLE,NA,NA,SHELF 5,NA,NA,2004,100,1,0.00,NA,160,0,08-02-1969
MISCELLANEOUS,,NEW,MISCELLANEOUS,SUCCESS RECIPE,NA,NA,SHELF 8,NA,NA,2013,210,1,9789382616207.00,NA,299,0,09-02-1969
MISCELLANEOUS,,NEW,MISCELLANEOUS,SOMETHING HAPPENED ON THE WAY TO HEAVEN,NA,NA,SHELF 7,NA,NA,2014,201,1,9780143423928.00,NA,250,0,10-02-1969
MISCELLANEOUS,,NEW,MISCELLANEOUS,HOW I TAUGHT MY GRANDMOTHER TO READ OTHER STORIES,NA,NA,SHELF 7,NA,NA,2015,188,1,9780143333647.00,NA,250,0,11-02-1969
MISCELLANEOUS,,NEW,MISCELLANEOUS,LEARNING HOW TO FLY,NA,NA,SHELF 7,NA,NA,2019,163,1,9788129142153.00,NA,195,0,12-02-1969
REFERENCE,,NEW,REFERENCE,DICTIONARY OF CHEMISTRY,NA,NA,SHELF 5,NA,NA,2014,239,1,9781621420224.00,NA,148,0,13-02-1969
REFERENCE,,NEW,REFERENCE,DICTIONARY OF PHYSICS,NA,NA,SHELF 5,NA,NA,2016,281,1,3434567890939.00,NA,150,0,14-02-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WORLD GREATEST SHORT STORIES,NA,NA,SHELF 6,NA,NA,2018,611,1,9789386538277.00,NA,295,0,15-02-1969
REFERENCE,,NEW,REFERENCE,50 INSPIRATIONAL SPEECHES,NA,NA,SHELF 5,NA,NA,2018,456,1,9789387779655.00,NA,250,0,16-02-1969
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SEA OF GHOSTS,NA,NA,SHELF 7,NA,NA,2012,430,1,9780330508780.00,NA,399,0,17-02-1969
RELIIGIOUS,,NEW,RELIIGIOUS,"SITA, AN ILLUSTRATED RETELLING OF THE RAMAYANA",NA,NA,SHELF 5,NA,NA,2013,318,1,9780143064329.00,NA,499,0,18-02-1969
RELIIGIOUS,,NEW,RELIIGIOUS,GOD WITHOUT RELIGION,NA,NA,SHELF 5,NA,NA,2005,290,1,9788189658090.00,NA,475,0,19-02-1969
