Book_Type,Class,Book_Status,Book_Category,Name_of_Book,Author_Name,Publication,Location,Volume_Name,Edition,Publication_Year,No_of_Pages,Quantity,ISBN_No,Invoice_No,Price,Purchase_Date,
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DEADLY HARVEST,NA,NA,SHELF 7,NA,NA,2009,112,1,9780521746687.00,NA,125,0,02-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A LOVE FOR LIFE,NA,NA,SHELF 7,NA,NA,2009,112,1,9780521749244.00,NA,125,0,03-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE FORTUNATE PILGRIM,NA,NA,SHELF 7,NA,NA,1965,301,1,9780099417996.00,NA,399,0,04-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE GOD FATHER THE LOST YEARS,NA,NA,SHELF 7,NA,NA,2005,656,1,9780099465478.00,NA,399,0,05-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,OMERTA,NA,NA,SHELF 7,NA,NA,2009,410,1,9780099533252.00,NA,399,0,06-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE FAMILY,NA,NA,SHELF 7,NA,NA,2001,418,1,9780099533269.00,NA,399,0,07-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ALLEGIANT,NA,NA,SHELF 7,NA,NA,2014,526,1,9780007538072.00,NA,0,0,08-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,INSURGENT,NA,NA,SHELF 7,NA,NA,2014,525,1,9780007442928.00,NA,0,0,09-07-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DIVERGENT,NA,NA,SHELF 7,NA,NA,2014,487,1,9780007420421.00,NA,0,0,10-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,351 ESSAYS & LETTER,NA,NA,SHELF 6,NA,NA,2013,794,1,9789382604990.00,NA,250,0,11-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,351 ESSAYS & LETTER,NA,NA,SHELF 6,NA,NA,2013,794,1,9789382604990.00,NA,250,0,12-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,STUDENTS GRAMMAR OF SPOKEN AND WRITTEN ENGLISH,NA,NA,SHELF 6,NA,NA,2010,487,1,9788131733394.00,NA,550,0,13-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,CURRENT ESSAYS AND LETTERS,NA,NA,SHELF 6,NA,NA,2014,248,1,9789382604983.00,NA,120,0,14-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,HIGH SCHOOL ESSAYS & LETTER,NA,NA,SHELF 6,NA,NA,2014,248,2,9789381688328.00,NA,99,0,15-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,LATEST ESSAYS & LETTER,NA,NA,SHELF 6,NA,NA,2014,248,1,9789382604976.00,NA,120,0,16-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,HIGH SCHOOL ESSAYS & LETTER,NA,NA,SHELF 6,NA,NA,2014,248,2,9789381688328.00,NA,120,0,17-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,MIDDLE SCHOOL ESSAYS & LETTERS,NA,NA,SHELF 6,NA,NA,2014,248,1,9789381688298.00,NA,120,0,18-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,BRILLIANT ENGLISH GRAMMAR & COMPOSITION,NA,NA,SHELF 6,NA,NA,2014,303,1,9789382604921.00,NA,225,0,19-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,EXCELLENT ESSAYS & LETTERS,NA,NA,SHELF 6,NA,NA,2014,248,1,9789382604969.00,NA,120,0,20-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,UPTO DATE ESSAYS & LETTERS,NA,NA,SHELF 6,NA,NA,2014,248,1,9789382604952.00,NA,120,0,21-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,SCHOOL ESSAYS & LETTERS,NA,NA,SHELF 6,NA,NA,2014,248,1,9789381688304.00,NA,120,0,22-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,SELECTED CURRENT ESSAYS AND BIOGRAPHIES FOR MIDDLE CLASSES,NA,NA,SHELF 6,NA,NA,2014,224,1,9789380078663.00,NA,95,0,23-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,SUCCESS ESSAYS AND LETTERS,NA,NA,SHELF 6,NA,NA,2014,160,1,9788175350342.00,NA,85,0,24-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,EXCELLENT ESSAYS & LETTERS PRIMARY,NA,NA,SHELF 6,NA,NA,2014,304,1,9788175350335.00,NA,140,0,25-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,ICSE-CBSE ESAAYS & LETTERS,NA,NA,SHELF 6,NA,NA,2014,144,1,9788175351844.00,NA,80,0,26-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,PARAGRAPH ESSAYS AND BIOGRAPHIES,NA,NA,SHELF 6,NA,NA,2012,222,1,9788187057901.00,NA,75,0,27-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,ACADEMIC'S ESSAYS & COMPREHENSION FOR JUNIOR CLASSES,NA,NA,SHELF 6,NA,NA,2009,168,1,9788188385140.00,NA,65,0,28-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,"ESSAYS, LETTERS, STORIES & DIALOGUES",NA,NA,SHELF 6,NA,NA,2010,104,1,9789380679495.00,NA,40,0,29-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,"SCHOOL ESSAYS, LETTERS, PARAGRAPHS",NA,NA,SHELF 6,NA,NA,2010,198,1,9722718450274.00,NA,75,0,30-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,LATTEST ESSAYS FOR MIDDLE CLASS,NA,NA,SHELF 6,NA,NA,2010,144,2,9788189998714.00,NA,75,0,31-07-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,LATTEST ESSAYS FOR MIDDLE CLASS,NA,NA,SHELF 6,NA,NA,2010,144,2,0.00,NA,75,0,01-08-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,LATTEST ESSAYS FOR SENIOR CLASS,NA,NA,SHELF 6,NA,NA,2010,144,1,9788189998721.00,NA,75,0,02-08-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,"ESSAYS, LETTERS FOR MIDDLE CLASS",NA,NA,SHELF 6,NA,NA,2010,144,1,9789381753033.00,NA,80,0,03-08-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,ESSAYS PARAGRAPHS FOR MIDDLE CLASS,NA,NA,SHELF 6,NA,NA,2010,144,1,9789381753026.00,NA,80,0,04-08-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,SELECTED ESSAYS FOR MIDDLE SCHOOL,NA,NA,SHELF 6,NA,NA,2010,220,1,9789380078083.00,NA,100,0,05-08-1965
ENGLISH REFERRENCE,,NEW,ENGLISH REFERRENCE,ADVANCE TOPICAL ESSAYS,NA,NA,SHELF 6,NA,NA,2011,336,1,9788187810247.00,NA,120,0,06-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ELDEST,NA,NA,SHELF 7,NA,NA,2005,681,1,9780552554107.00,NA,399,0,07-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BRISINGER,NA,NA,SHELF 7,NA,NA,2005,763,1,9780552559966.00,NA,399,0,08-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ERAGON,NA,NA,SHELF 7,NA,NA,2005,517,1,9780552553209.00,NA,399,0,09-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,INHERITANCE,NA,NA,SHELF 7,NA,NA,2005,860,1,9780552560252.00,NA,399,0,10-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A JOURNEY CALLED LIFE,NA,NA,SHELF 8,NA,NA,2005,260,1,9789351201168.00,NA,225,0,11-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE AVERAGE INDIAN MALE,NA,NA,SHELF 8,NA,NA,2014,246,1,9788184001600.00,NA,250,0,12-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE FAKIR (THOUGHT & PRAYERS),NA,NA,SHELF 7,NA,NA,2012,181,1,9788176212212.00,NA,295,0,13-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,OUT OF THIS WORLD,NA,NA,SHELF 6,NA,NA,1989,192,1,9788183328777.00,NA,159,0,14-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE MYSTRY OF BULABAI MANSION & OTHER STORIES,NA,NA,SHELF 7,NA,NA,2011,95,1,9788183328753.00,NA,129,0,15-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"MUCH OBLIGED, JEEVES",NA,NA,SHELF 7,NA,NA,2008,217,1,9780099513964.00,NA,299,0,16-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,FAVOURITE PETS,NA,NA,SHELF 13,NA,NA,2010,32,1,9781407595030.00,NA,150,0,17-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TOM SAWYER,NA,NA,SHELF 13,NA,NA,2013,56,1,0.00,NA,150,0,18-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,INCREDIBLE ADVENTURES,NA,NA,SHELF 13,NA,NA,2010,32,1,9781407595016.00,NA,195,0,19-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WONDERS OF THE WORLD,NA,NA,SHELF 13,NA,NA,2010,32,1,9781407595047.00,NA,150,0,20-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,OUR EARTH,NA,NA,SHELF 13,NA,NA,2008,32,1,9781407554938.00,NA,125,0,21-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,UNDERSTANDING SCIENCE,NA,NA,SHELF 13,NA,NA,2011,80,1,9788176938754.00,NA,160,0,22-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WILD CATS,NA,NA,SHELF 13,NA,NA,2008,32,1,9781407554969.00,NA,125,0,23-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,OUR SPACE,NA,NA,SHELF 13,NA,NA,2011,80,1,9788176938778.00,NA,160,0,24-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DISCOVERIES AND INVENTIONS,NA,NA,SHELF 13,NA,NA,2011,80,1,9788176938723.00,NA,160,0,25-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WONDERS OF THE WORLD,NA,NA,SHELF 13,NA,NA,2011,80,1,9788176938730.00,NA,160,0,26-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TRANSPORT AND COMMUNICATION,NA,NA,SHELF 13,NA,NA,2011,80,1,9788176938747.00,NA,160,0,27-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DISCOVERIES AND INVENTIONS,NA,NA,SHELF 13,NA,NA,2011,80,1,9788176938723.00,NA,135,0,28-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BONES OF THE HILLS,NA,NA,SHELF 7,NA,NA,2010,513,1,9780007353279.00,NA,350,0,29-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EMPEROR THE- DEATH- OF- KINGS,NA,NA,SHELF 7,NA,NA,2011,513,1,9780007437139.00,NA,350,0,30-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EMPEROR,NA,NA,NA,NA,NA,2011,532,1,0.00,NA,350,0,31-08-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EMPEROR THE- GATES- OF- ROME,NA,NA,SHELF 7,NA,NA,2011,392,1,9780007437122.00,NA,350,0,01-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EMPEROR THE-BLOOD-OF-GODS,NA,NA,SHELF 7,NA,NA,2013,420,1,9780007525065.00,NA,350,0,02-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EMPIRE OF SILVER,NA,NA,SHELF 7,NA,NA,2011,446,1,9780007201815.00,NA,350,0,03-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EMPEROR THE- GODS- OF- WAR,NA,NA,SHELF 7,NA,NA,2011,434,1,9780007437153.00,NA,350,0,04-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,CONQUEROR,NA,NA,SHELF 7,NA,NA,2012,559,1,9780007271153.00,NA,350,0,05-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,HUNTED,NA,NA,SHELF 7,NA,NA,2010,439,1,9781907410154.00,NA,299,0,06-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,AWAKENED,NA,NA,SHELF 7,NA,NA,2010,290,1,9781905654857.00,NA,299,0,07-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DESTINED,NA,NA,SHELF 7,NA,NA,2010,325,1,9781905654864.00,NA,299,0,08-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,UNTAMED,NA,NA,SHELF 7,NA,NA,2010,500,1,9781905654567.00,NA,299,0,09-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,CHOSEN,NA,NA,SHELF 7,NA,NA,2004,350,1,0.00,NA,299,0,10-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,CLUB DEAD,NA,NA,SHELF 7,NA,NA,2004,274,1,9781407238685.00,NA,299,0,11-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,FROM DEAD WORSE,NA,NA,SHELF 7,NA,NA,2004,359,1,9781407238753.00,NA,299,0,12-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DEAD UNTIL DARK,NA,NA,SHELF 7,NA,NA,2004,326,1,9781407238739.00,NA,299,0,13-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DEAD AS A DOORNAIL,NA,NA,SHELF 7,NA,NA,2004,295,1,9781407238708.00,NA,299,0,14-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DEAD IN THE FAMILY,NA,NA,SHELF 7,NA,NA,2004,311,1,9781407238715.00,NA,299,0,15-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ALL TOGETHER DEAD,NA,NA,SHELF 7,NA,NA,2004,323,1,9781407238678.00,NA,299,0,16-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DEAD TO GONE,NA,NA,SHELF 7,NA,NA,2004,312,1,9781407238692.00,NA,299,0,17-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DEFINITELY DEAD,NA,NA,SHELF 7,NA,NA,2004,324,1,9781407238746.00,NA,299,0,18-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,LIVING DEAD IN DALLAS,NA,NA,SHELF 7,NA,NA,2004,279,1,9781407238760.00,NA,299,0,19-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DEA TO THE WORLD,NA,NA,SHELF 7,NA,NA,2004,321,1,9781407238722.00,NA,299,0,20-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SHERLOCK HOLMES (KNIFE EDGE),NA,NA,SHELF 7,NA,NA,2013,344,1,9781447200321.00,NA,350,0,21-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SHERLOCK HOLMES (DEATH CLOUD),NA,NA,SHELF 7,NA,NA,2013,311,1,9780330511988.00,NA,299,0,22-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SHERLOCK HOLMES (FIRE STORM),NA,NA,SHELF 7,NA,NA,2013,354,1,9780330537964.00,NA,299,0,23-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SHERLOCK HOLMES (BLACK ICE),NA,NA,SHELF 7,NA,NA,2013,285,1,9780330512008.00,NA,299,0,24-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SHERLOCK HOLMES (RED LEECH),NA,NA,SHELF 7,NA,NA,2013,338,1,9780330511995.00,NA,299,0,25-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TEMPTED,NA,NA,SHELF 7,NA,NA,2010,319,1,9781905654581.00,NA,299,0,26-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BURNED,NA,NA,SHELF 7,NA,NA,2010,323,1,9781905654826.00,NA,299,0,27-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE JUNGLE BOOK,NA,NA,SHELF 7,NA,NA,2010,346,1,9788182522978.00,NA,199,0,28-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,A LITTLE PRINCESS THE SECRET GARDEN,NA,NA,SHELF 7,NA,NA,2010,258,1,9788182522862.00,NA,199,0,29-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE HOUSE OF THE SEVEN GABLER ,NA,NA,SHELF 7,NA,NA,2010,198,1,9788182522954.00,NA,199,0,30-09-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,LORD JIM & VICTORY,NA,NA,SHELF 7,NA,NA,2010,397,1,9788182522923.00,NA,199,0,01-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"AROUND THE WORLD , JOURNEY TO THE CENTRE OF THE EARTH",NA,NA,SHELF 7,NA,NA,2010,332,1,9788182522930.00,NA,199,0,02-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ROBINSON CRUSOE,NA,NA,SHELF 7,NA,NA,2010,304,1,9788182522855.00,NA,199,0,03-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"THE IDLE THOUGHT OF AN IDLE FELLOW ,THREE MEN IN A BOAT",NA,NA,SHELF 7,NA,NA,2010,194,1,9788182522916.00,NA,199,0,04-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"THE STRANGE CASE, KIDNAPPED, TREASURE ISLAND",NA,NA,SHELF 7,NA,NA,2010,203,1,9788182522961.00,NA,199,0,05-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"A TALE OF TWO CITIES, OLIVER TWIST",NA,NA,SHELF 7,NA,NA,2010,482,2,9788182522831.00,NA,199,0,06-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,"A TALE OF TWO CITIES, OLIVER TWIST",NA,NA,SHELF 7,NA,NA,2010,482,2,9788182522831.00,NA,199,0,07-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE JUNGLE BOOK & SELECTED STORIES,NA,NA,SHELF 7,NA,NA,2010,330,1,9788182522985.00,NA,199,0,08-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SHE A& AYESHA THE RETURN OF SHE,NA,NA,SHELF 7,NA,NA,2010,367,1,9788182522879.00,NA,199,0,09-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF HUCKLEBERRY FIN & OTHER STORIES,NA,NA,SHELF 7,NA,NA,2010,207,1,9788182522947.00,NA,199,0,10-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EMMA & PRIDE & PEJUDICE,NA,NA,SHELF 7,NA,NA,2010,370,1,9788182522367.00,NA,199,0,11-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE SUMMOING,NA,NA,SHELF 7,NA,NA,2010,390,1,9781907410062.00,NA,0,0,12-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,BLUE BLOODS,NA,NA,SHELF 7,NA,NA,2010,302,1,9781905654741.00,NA,0,0,13-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,MARKED,NA,NA,SHELF 7,NA,NA,2010,348,1,9781905654314.00,NA,0,0,14-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,AND THE ATLANTIS COMPLEX (ARTEMIS FOWL),NA,NA,SHELF 7,NA,NA,2011,322,1,9780141328034.00,NA,0,0,15-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE OPAL DECEPTION (ARTEMIS FOWL),NA,NA,SHELF 7,NA,NA,2011,343,1,9780141339139.00,NA,0,0,16-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ETERNITY CODE (ARTEMIS FOWL),NA,NA,SHELF 7,NA,NA,2011,328,1,9780141339115.00,NA,0,0,17-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ARCTIC INCIDENT (ARTEMIS FOWL),NA,NA,SHELF 7,NA,NA,2011,288,1,9780141339108.00,NA,0,0,18-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE LOST COLONY (ARTEMIS FOWL),NA,NA,SHELF 7,NA,NA,2011,376,1,9780141339146.00,NA,0,0,19-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,(ARTEMIS FOWL) 1,NA,NA,SHELF 7,NA,NA,2011,277,1,9780141339092.00,NA,0,0,20-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE TIME PARDOX (ARTEMIS FOWL),NA,NA,SHELF 7,NA,NA,2011,418,1,9780141339122.00,NA,0,0,21-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,RAVENS GATE,NA,NA,SHELF 7,NA,NA,2013,282,1,9781406338881.00,NA,350,0,22-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,EVIL STAR,NA,NA,SHELF 7,NA,NA,2013,349,1,9781406338867.00,NA,350,0,23-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,NIGHT RISE,NA,NA,SHELF 7,NA,NA,2013,400,1,9781406338874.00,NA,350,0,24-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,NIGHT RISE,NA,NA,SHELF 7,NA,NA,2013,400,2,9781406338874.00,NA,350,0,25-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,NECROPOLIS,NA,NA,SHELF 7,NA,NA,2013,385,1,9781406338898.00,NA,350,0,26-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,OBLIIVION,NA,NA,SHELF 7,NA,NA,2013,667,1,9781406344813.00,NA,350,0,27-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE TAINED THRONE (EMPIRE OF THE MOGHUL),NA,NA,SHELF 7,NA,NA,2012,438,1,9781472204325.00,NA,395,0,28-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE SERPENTS TOOTH (EMPIRE OF THE MOGHUL),NA,NA,SHELF 7,NA,NA,2012,421,1,9781472217073.00,NA,399,0,29-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,RUSSIAN ROULETTE,NA,NA,SHELF 7,NA,NA,2013,404,1,9781406355871.00,NA,350,0,30-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE WIND THROUGH THE KEY HOLE,NA,NA,SHELF 7,NA,NA,2013,335,1,9781444731736.00,NA,399,0,31-10-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DOLORES CLAIBARNE,NA,NA,SHELF 7,NA,NA,2013,304,1,9781444707441.00,NA,399,0,01-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ON WRITING A MEMOIR OF THE CRAFT,NA,NA,SHELF 7,NA,NA,2013,351,1,9781444723250.00,NA,699,0,02-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,GARLAD'S GAME,NA,NA,SHELF 7,NA,NA,2013,417,1,9781444707458.00,NA,399,0,03-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,WIXARD & GLASS,NA,NA,SHELF 7,NA,NA,2013,845,1,9781444723472.00,NA,450,0,04-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,LISEY'S STORY,NA,NA,SHELF 7,NA,NA,2013,683,1,9781444707892.00,NA,399,0,05-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SCORPIA,NA,NA,SHELF 7,NA,NA,2013,371,1,9781406334081.00,NA,350,0,06-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SCORPIA RISING,NA,NA,SHELF 7,NA,NA,2013,431,1,9781406336986.00,NA,350,0,07-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,SNAKEHEAD,NA,NA,SHELF 7,NA,NA,2013,410,1,9781406334098.00,NA,350,0,08-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,STROMBREAK,NA,NA,SHELF 7,NA,NA,2013,248,1,9781844280926.00,NA,350,0,09-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,CROCODILE TEARS,NA,NA,SHELF 7,NA,NA,2013,414,1,9781406316988.00,NA,350,0,10-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DAYS OF GOLD & SEPIA,NA,NA,SHELF 7,NA,NA,2012,415,1,9789350293300.00,NA,399,0,11-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ANGEL FIRE,NA,NA,SHELF 7,NA,NA,2011,708,1,9781409522010.00,NA,399,0,12-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ANGEL ,NA,NA,SHELF 7,NA,NA,2011,506,1,9781409521969.00,NA,399,0,13-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ASTRAL RUNNER,NA,NA,SHELF 7,NA,NA,2014,260,1,0.00,NA,225,0,14-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,OLYMPUS- THE MARK OF ATHENA,NA,NA,SHELF 7,NA,NA,2013,584,1,9780141335766.00,NA,399,0,15-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,VAMPIRE DIARIES,NA,NA,SHELF 7,NA,NA,2013,294,1,9781444915853.00,NA,350,0,16-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE CHILDREN'S BOOK,NA,NA,SHELF 7,NA,NA,2010,617,1,9780099535454.00,NA,499,0,17-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,GEORGES SECRET KEY TO THE UNIVERSE,NA,NA,SHELF 7,NA,NA,2008,295,1,9780552559584.00,NA,399,0,18-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE NARROW ROAD TO THE DEEP NORTH,NA,NA,SHELF 7,NA,NA,2014,448,1,9780701189051.00,NA,0,0,19-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE UNICORN EXPEDITION & OTHERS,NA,NA,SHELF 6,NA,NA,2004,237,1,9780143335849.00,NA,299,0,20-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,ONE DOZEN STORIES,NA,NA,SHELF 7,NA,NA,2014,242,1,0.00,NA,250,0,21-11-1965
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE LAST DON,NA,NA,SHELF 7,NA,NA,1996,482,1,9780099533245.00,NA,399,0,22-11-1965
